---TranskribusBaseLineEvaluationScheme--- 

Evaluation performed on 2019.09.30 at 08:58:38 
Evaluation performed for GT evaluation_output\gt_pages_simple.lst
Evaluation performed for HYPO evaluation_output\generated_pages_simple.lst
Number of pages: 1010

Loading protocol: 
   Everything loaded without errors.

1010 out of 1010 GT-HYPO pairs loaded without errors and used for evaluation.

Number of groundtruth lines: 88647
Number of hypothesis lines: 60505

Pagewise evaluation :
#P value, #R value, #F_1 value, #TruthFileName, #HypoFileName
    0.9145,     0.9099,     0.9122, ../../data/cbad-masks/complex/test/gt\BHIC_5117-092-0009.xml, ../../demo/baseline_extraction_output\BHIC_5117-092-0009.xml
    0.9100,     0.9278,     0.9188, ../../data/cbad-masks/complex/test/gt\BHIC_5117-092-0011.xml, ../../demo/baseline_extraction_output\BHIC_5117-092-0011.xml
    0.8539,     0.9158,     0.8838, ../../data/cbad-masks/complex/test/gt\BHIC_5117-092-0013.xml, ../../demo/baseline_extraction_output\BHIC_5117-092-0013.xml
    0.8520,     0.9215,     0.8854, ../../data/cbad-masks/complex/test/gt\BHIC_5117-092-0015.xml, ../../demo/baseline_extraction_output\BHIC_5117-092-0015.xml
    0.9006,     0.9431,     0.9214, ../../data/cbad-masks/complex/test/gt\BHIC_5117-092-0019.xml, ../../demo/baseline_extraction_output\BHIC_5117-092-0019.xml
    0.8849,     0.9146,     0.8995, ../../data/cbad-masks/complex/test/gt\BHIC_5117-092-0021.xml, ../../demo/baseline_extraction_output\BHIC_5117-092-0021.xml
    0.8548,     0.8985,     0.8761, ../../data/cbad-masks/complex/test/gt\BHIC_5117-092-0023.xml, ../../demo/baseline_extraction_output\BHIC_5117-092-0023.xml
    0.8375,     0.9363,     0.8842, ../../data/cbad-masks/complex/test/gt\BHIC_5117-092-0025.xml, ../../demo/baseline_extraction_output\BHIC_5117-092-0025.xml
    0.3636,     0.9810,     0.5306, ../../data/cbad-masks/complex/test/gt\BHIC_5117-093-0001.xml, ../../demo/baseline_extraction_output\BHIC_5117-093-0001.xml
    0.8322,     0.9575,     0.8905, ../../data/cbad-masks/complex/test/gt\BHIC_5117-093-0003.xml, ../../demo/baseline_extraction_output\BHIC_5117-093-0003.xml
    0.9224,     0.8860,     0.9039, ../../data/cbad-masks/complex/test/gt\BHIC_5117-093-0005.xml, ../../demo/baseline_extraction_output\BHIC_5117-093-0005.xml
    0.8232,     0.8867,     0.8538, ../../data/cbad-masks/complex/test/gt\BHIC_5117-093-0009.xml, ../../demo/baseline_extraction_output\BHIC_5117-093-0009.xml
    0.8799,     0.9082,     0.8938, ../../data/cbad-masks/complex/test/gt\BHIC_5117-093-0011.xml, ../../demo/baseline_extraction_output\BHIC_5117-093-0011.xml
    0.8267,     0.9196,     0.8707, ../../data/cbad-masks/complex/test/gt\BHIC_5117-093-0013.xml, ../../demo/baseline_extraction_output\BHIC_5117-093-0013.xml
    0.8803,     0.8815,     0.8809, ../../data/cbad-masks/complex/test/gt\BHIC_5117-093-0015.xml, ../../demo/baseline_extraction_output\BHIC_5117-093-0015.xml
    0.8310,     0.8824,     0.8559, ../../data/cbad-masks/complex/test/gt\BHIC_5117-093-0017.xml, ../../demo/baseline_extraction_output\BHIC_5117-093-0017.xml
    0.8412,     0.8911,     0.8654, ../../data/cbad-masks/complex/test/gt\BHIC_5117-093-0019.xml, ../../demo/baseline_extraction_output\BHIC_5117-093-0019.xml
    0.6185,     0.9120,     0.7371, ../../data/cbad-masks/complex/test/gt\BHIC_5117-093-0021.xml, ../../demo/baseline_extraction_output\BHIC_5117-093-0021.xml
    1.0000,     0.9860,     0.9930, ../../data/cbad-masks/complex/test/gt\BHIC_5117-094-0001.xml, ../../demo/baseline_extraction_output\BHIC_5117-094-0001.xml
    0.7181,     0.9414,     0.8147, ../../data/cbad-masks/complex/test/gt\Bohisto_HS12b_119_object_17016.xml, ../../demo/baseline_extraction_output\Bohisto_HS12b_119_object_17016.xml
    0.9263,     0.9467,     0.9364, ../../data/cbad-masks/complex/test/gt\Bohisto_HS18Ad_23_object_19104.xml, ../../demo/baseline_extraction_output\Bohisto_HS18Ad_23_object_19104.xml
    0.7751,     0.7236,     0.7485, ../../data/cbad-masks/complex/test/gt\Bohisto_HS19b_123_object_19415.xml, ../../demo/baseline_extraction_output\Bohisto_HS19b_123_object_19415.xml
    0.9556,     0.9904,     0.9727, ../../data/cbad-masks/complex/test/gt\Bohisto_HS23c_35_object_20156.xml, ../../demo/baseline_extraction_output\Bohisto_HS23c_35_object_20156.xml
    0.9250,     0.9635,     0.9438, ../../data/cbad-masks/complex/test/gt\Bohisto_HS26a_131_object_20556.xml, ../../demo/baseline_extraction_output\Bohisto_HS26a_131_object_20556.xml
    0.9248,     0.9554,     0.9398, ../../data/cbad-masks/complex/test/gt\Bohisto_HS27a_32_object_20754.xml, ../../demo/baseline_extraction_output\Bohisto_HS27a_32_object_20754.xml
    0.9659,     0.9652,     0.9655, ../../data/cbad-masks/complex/test/gt\Bohisto_HS28Register_23_object_14272.xml, ../../demo/baseline_extraction_output\Bohisto_HS28Register_23_object_14272.xml
    0.8819,     0.9990,     0.9368, ../../data/cbad-masks/complex/test/gt\Bohisto_HS29b_120_object_22059.xml, ../../demo/baseline_extraction_output\Bohisto_HS29b_120_object_22059.xml
    0.8662,     0.9515,     0.9069, ../../data/cbad-masks/complex/test/gt\Bohisto_HS32a_146_object_22973.xml, ../../demo/baseline_extraction_output\Bohisto_HS32a_146_object_22973.xml
    0.6863,     0.9918,     0.8112, ../../data/cbad-masks/complex/test/gt\Bohisto_HS34b_248_object_23936.xml, ../../demo/baseline_extraction_output\Bohisto_HS34b_248_object_23936.xml
    0.7586,     0.9913,     0.8595, ../../data/cbad-masks/complex/test/gt\Bohisto_HS36a_209_object_24482.xml, ../../demo/baseline_extraction_output\Bohisto_HS36a_209_object_24482.xml
    0.9381,     0.9485,     0.9433, ../../data/cbad-masks/complex/test/gt\Bohisto_HS36b_211_object_12437.xml, ../../demo/baseline_extraction_output\Bohisto_HS36b_211_object_12437.xml
    0.8489,     0.9820,     0.9106, ../../data/cbad-masks/complex/test/gt\Bohisto_HS37a_384_object_24966.xml, ../../demo/baseline_extraction_output\Bohisto_HS37a_384_object_24966.xml
    0.8782,     0.9346,     0.9055, ../../data/cbad-masks/complex/test/gt\Bohisto_HS37b_205_object_12855.xml, ../../demo/baseline_extraction_output\Bohisto_HS37b_205_object_12855.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\Bohisto_HS37Register_61_object_12645.xml, ../../demo/baseline_extraction_output\Bohisto_HS37Register_61_object_12645.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\Bohisto_HS38Register_10_object_13031.xml, ../../demo/baseline_extraction_output\Bohisto_HS38Register_10_object_13031.xml
    0.7955,     0.9634,     0.8714, ../../data/cbad-masks/complex/test/gt\Bohisto_HS40_53_object_10958.xml, ../../demo/baseline_extraction_output\Bohisto_HS40_53_object_10958.xml
    0.9524,     0.9409,     0.9466, ../../data/cbad-masks/complex/test/gt\Bohisto_HS41a_53_object_13197.xml, ../../demo/baseline_extraction_output\Bohisto_HS41a_53_object_13197.xml
    0.9140,     0.9612,     0.9370, ../../data/cbad-masks/complex/test/gt\Bohisto_HS42a_29_object_25727.xml, ../../demo/baseline_extraction_output\Bohisto_HS42a_29_object_25727.xml
    0.9397,     0.9527,     0.9462, ../../data/cbad-masks/complex/test/gt\Bohisto_HS42b_69_object_26042.xml, ../../demo/baseline_extraction_output\Bohisto_HS42b_69_object_26042.xml
    0.9850,     0.9943,     0.9897, ../../data/cbad-masks/complex/test/gt\Bohisto_HS43a_32_object_26328.xml, ../../demo/baseline_extraction_output\Bohisto_HS43a_32_object_26328.xml
    0.5894,     0.9585,     0.7299, ../../data/cbad-masks/complex/test/gt\Bohisto_HS46b_83_object_27593.xml, ../../demo/baseline_extraction_output\Bohisto_HS46b_83_object_27593.xml
    0.9788,     0.9988,     0.9887, ../../data/cbad-masks/complex/test/gt\Bohisto_HS47a_308_object_28690.xml, ../../demo/baseline_extraction_output\Bohisto_HS47a_308_object_28690.xml
    0.7157,     0.9682,     0.8230, ../../data/cbad-masks/complex/test/gt\Bohisto_HS47b_288_object_28377.xml, ../../demo/baseline_extraction_output\Bohisto_HS47b_288_object_28377.xml
    0.9000,     0.9985,     0.9467, ../../data/cbad-masks/complex/test/gt\Bohisto_HS49Register_39_object_30185.xml, ../../demo/baseline_extraction_output\Bohisto_HS49Register_39_object_30185.xml
    0.7849,     0.9328,     0.8525, ../../data/cbad-masks/complex/test/gt\Bohisto_HS50a_54_object_30518.xml, ../../demo/baseline_extraction_output\Bohisto_HS50a_54_object_30518.xml
    0.0000,     1.0000,     0.0000, ../../data/cbad-masks/complex/test/gt\Bohisto_HS50Register_14_object_30767.xml, ../../demo/baseline_extraction_output\Bohisto_HS50Register_14_object_30767.xml
    0.5377,     0.9666,     0.6910, ../../data/cbad-masks/complex/test/gt\Bohisto_HS57a_34_object_29069.xml, ../../demo/baseline_extraction_output\Bohisto_HS57a_34_object_29069.xml
    0.9147,     0.9777,     0.9452, ../../data/cbad-masks/complex/test/gt\Bohisto_HS57b_68_object_33512.xml, ../../demo/baseline_extraction_output\Bohisto_HS57b_68_object_33512.xml
    0.9360,     0.8852,     0.9099, ../../data/cbad-masks/complex/test/gt\Bohisto_HS58a_290_object_34114.xml, ../../demo/baseline_extraction_output\Bohisto_HS58a_290_object_34114.xml
    0.9087,     0.9873,     0.9464, ../../data/cbad-masks/complex/test/gt\Bohisto_HS61b_76_object_34928.xml, ../../demo/baseline_extraction_output\Bohisto_HS61b_76_object_34928.xml
    0.9522,     0.9823,     0.9670, ../../data/cbad-masks/complex/test/gt\Bohisto_HS63Register_29_object_35695.xml, ../../demo/baseline_extraction_output\Bohisto_HS63Register_29_object_35695.xml
    0.6931,     0.9661,     0.8071, ../../data/cbad-masks/complex/test/gt\Bohisto_HS65a_181_object_36396.xml, ../../demo/baseline_extraction_output\Bohisto_HS65a_181_object_36396.xml
    0.8719,     0.9762,     0.9211, ../../data/cbad-masks/complex/test/gt\Bohisto_HS67b_194_object_36963.xml, ../../demo/baseline_extraction_output\Bohisto_HS67b_194_object_36963.xml
    0.9155,     0.9878,     0.9503, ../../data/cbad-masks/complex/test/gt\Bohisto_HS68a_24_object_37358.xml, ../../demo/baseline_extraction_output\Bohisto_HS68a_24_object_37358.xml
    0.8708,     0.9935,     0.9281, ../../data/cbad-masks/complex/test/gt\Bohisto_HS68b_92_object_15630.xml, ../../demo/baseline_extraction_output\Bohisto_HS68b_92_object_15630.xml
    0.7394,     0.9794,     0.8426, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_101_929_object_115200.xml, ../../demo/baseline_extraction_output\Bohisto_HS_101_929_object_115200.xml
    0.8694,     0.9924,     0.9268, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_103_270_object_126643.xml, ../../demo/baseline_extraction_output\Bohisto_HS_103_270_object_126643.xml
    0.8459,     0.9940,     0.9140, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_103_553_object_126926.xml, ../../demo/baseline_extraction_output\Bohisto_HS_103_553_object_126926.xml
    0.7511,     0.9819,     0.8512, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_105_652_object_118022.xml, ../../demo/baseline_extraction_output\Bohisto_HS_105_652_object_118022.xml
    0.8885,     0.9852,     0.9343, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_106_304_object_118346.xml, ../../demo/baseline_extraction_output\Bohisto_HS_106_304_object_118346.xml
    0.9993,     0.9949,     0.9971, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_106_584_object_118626.xml, ../../demo/baseline_extraction_output\Bohisto_HS_106_584_object_118626.xml
    0.8400,     0.9775,     0.9036, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_107_475_object_133204.xml, ../../demo/baseline_extraction_output\Bohisto_HS_107_475_object_133204.xml
    0.9467,     0.9928,     0.9692, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_108_86_object_118816.xml, ../../demo/baseline_extraction_output\Bohisto_HS_108_86_object_118816.xml
    0.8415,     0.9592,     0.8965, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_110_219_object_120062.xml, ../../demo/baseline_extraction_output\Bohisto_HS_110_219_object_120062.xml
    0.9985,     0.9924,     0.9954, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_111_392_object_133756.xml, ../../demo/baseline_extraction_output\Bohisto_HS_111_392_object_133756.xml
    0.9507,     0.9978,     0.9737, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_112_233_object_134052.xml, ../../demo/baseline_extraction_output\Bohisto_HS_112_233_object_134052.xml
    0.9980,     0.9925,     0.9952, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_112_63_object_133882.xml, ../../demo/baseline_extraction_output\Bohisto_HS_112_63_object_133882.xml
    0.9463,     0.9917,     0.9685, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_114_424_object_134740.xml, ../../demo/baseline_extraction_output\Bohisto_HS_114_424_object_134740.xml
    1.0000,     0.9991,     0.9996, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_115_1_object_128269.xml, ../../demo/baseline_extraction_output\Bohisto_HS_115_1_object_128269.xml
    0.8689,     0.9876,     0.9245, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_115_478_object_128746.xml, ../../demo/baseline_extraction_output\Bohisto_HS_115_478_object_128746.xml
    0.9976,     0.9671,     0.9821, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_116_520_object_137532.xml, ../../demo/baseline_extraction_output\Bohisto_HS_116_520_object_137532.xml
    0.9734,     0.9972,     0.9851, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_117_166_object_137840.xml, ../../demo/baseline_extraction_output\Bohisto_HS_117_166_object_137840.xml
    0.9941,     0.9940,     0.9940, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_117_445_object_138119.xml, ../../demo/baseline_extraction_output\Bohisto_HS_117_445_object_138119.xml
    0.9461,     0.9935,     0.9692, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_119_458_object_139277.xml, ../../demo/baseline_extraction_output\Bohisto_HS_119_458_object_139277.xml
    0.7881,     0.9874,     0.8765, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_121_229_object_139861.xml, ../../demo/baseline_extraction_output\Bohisto_HS_121_229_object_139861.xml
    0.8848,     0.9394,     0.9113, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_121_508_object_140140.xml, ../../demo/baseline_extraction_output\Bohisto_HS_121_508_object_140140.xml
    0.8089,     0.9846,     0.8882, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_122_214_object_140727.xml, ../../demo/baseline_extraction_output\Bohisto_HS_122_214_object_140727.xml
    0.7350,     0.9887,     0.8432, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_122_494_object_141007.xml, ../../demo/baseline_extraction_output\Bohisto_HS_122_494_object_141007.xml
    0.7529,     0.9687,     0.8473, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_123_171_object_141297.xml, ../../demo/baseline_extraction_output\Bohisto_HS_123_171_object_141297.xml
    0.8998,     0.9345,     0.9168, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_124_11_object_141756.xml, ../../demo/baseline_extraction_output\Bohisto_HS_124_11_object_141756.xml
    0.8328,     0.9800,     0.9004, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_124_39_object_141784.xml, ../../demo/baseline_extraction_output\Bohisto_HS_124_39_object_141784.xml
    0.8643,     0.9808,     0.9189, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_124_Register_43_object_144432.xml, ../../demo/baseline_extraction_output\Bohisto_HS_124_Register_43_object_144432.xml
    0.8727,     0.9742,     0.9207, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_125_634_object_142984.xml, ../../demo/baseline_extraction_output\Bohisto_HS_125_634_object_142984.xml
    0.8538,     0.9904,     0.9171, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_126_231_object_143284.xml, ../../demo/baseline_extraction_output\Bohisto_HS_126_231_object_143284.xml
    0.8119,     0.9539,     0.8772, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_126_509_object_143562.xml, ../../demo/baseline_extraction_output\Bohisto_HS_126_509_object_143562.xml
    0.8717,     0.9953,     0.9294, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_127_366_object_120634.xml, ../../demo/baseline_extraction_output\Bohisto_HS_127_366_object_120634.xml
    0.9202,     0.9897,     0.9537, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_127_645_object_120913.xml, ../../demo/baseline_extraction_output\Bohisto_HS_127_645_object_120913.xml
    0.7709,     0.9948,     0.8687, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_128_261_object_121208.xml, ../../demo/baseline_extraction_output\Bohisto_HS_128_261_object_121208.xml
    0.7356,     0.9907,     0.8443, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_129_505_object_122053.xml, ../../demo/baseline_extraction_output\Bohisto_HS_129_505_object_122053.xml
    0.8310,     0.9537,     0.8881, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_130_504_object_122617.xml, ../../demo/baseline_extraction_output\Bohisto_HS_130_504_object_122617.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_140_51_object_209143.xml, ../../demo/baseline_extraction_output\Bohisto_HS_140_51_object_209143.xml
    0.9584,     0.9807,     0.9695, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_72_385_object_123327.xml, ../../demo/baseline_extraction_output\Bohisto_HS_72_385_object_123327.xml
    0.9057,     0.9666,     0.9352, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_73_526_object_131037.xml, ../../demo/baseline_extraction_output\Bohisto_HS_73_526_object_131037.xml
    0.7098,     0.9829,     0.8243, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_74_219_object_135361.xml, ../../demo/baseline_extraction_output\Bohisto_HS_74_219_object_135361.xml
    0.9991,     0.6616,     0.7961, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_77_2_object_105965.xml, ../../demo/baseline_extraction_output\Bohisto_HS_77_2_object_105965.xml
    0.8110,     0.9927,     0.8927, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_77_578_object_106541.xml, ../../demo/baseline_extraction_output\Bohisto_HS_77_578_object_106541.xml
    0.7466,     0.9773,     0.8465, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_77_85_object_106048.xml, ../../demo/baseline_extraction_output\Bohisto_HS_77_85_object_106048.xml
    0.8227,     0.9733,     0.8917, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_78_932_object_108207.xml, ../../demo/baseline_extraction_output\Bohisto_HS_78_932_object_108207.xml
    0.7480,     0.9802,     0.8485, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_79_530_object_131645.xml, ../../demo/baseline_extraction_output\Bohisto_HS_79_530_object_131645.xml
    0.9107,     0.9874,     0.9475, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_79_813_object_131928.xml, ../../demo/baseline_extraction_output\Bohisto_HS_79_813_object_131928.xml
    0.8156,     0.9347,     0.8711, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_80_680_object_109309.xml, ../../demo/baseline_extraction_output\Bohisto_HS_80_680_object_109309.xml
    0.8283,     0.8857,     0.8560, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_81_560_object_126233.xml, ../../demo/baseline_extraction_output\Bohisto_HS_81_560_object_126233.xml
    0.7637,     0.9706,     0.8548, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_82_149_object_109810.xml, ../../demo/baseline_extraction_output\Bohisto_HS_82_149_object_109810.xml
    0.7802,     0.9709,     0.8652, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_83_222_object_110678.xml, ../../demo/baseline_extraction_output\Bohisto_HS_83_222_object_110678.xml
    0.8023,     0.9779,     0.8814, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_83_501_object_110957.xml, ../../demo/baseline_extraction_output\Bohisto_HS_83_501_object_110957.xml
    0.8714,     0.9534,     0.9106, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_84_518_object_124476.xml, ../../demo/baseline_extraction_output\Bohisto_HS_84_518_object_124476.xml
    0.9067,     0.9930,     0.9479, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_85_71_object_145173.xml, ../../demo/baseline_extraction_output\Bohisto_HS_85_71_object_145173.xml
    0.7262,     0.9147,     0.8096, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_86_300_object_112302.xml, ../../demo/baseline_extraction_output\Bohisto_HS_86_300_object_112302.xml
    0.8778,     0.9955,     0.9329, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_87_373_object_132462.xml, ../../demo/baseline_extraction_output\Bohisto_HS_87_373_object_132462.xml
    0.8795,     0.9378,     0.9077, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_88_311_object_113112.xml, ../../demo/baseline_extraction_output\Bohisto_HS_88_311_object_113112.xml
    0.7927,     0.9455,     0.8624, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_88_591_object_113392.xml, ../../demo/baseline_extraction_output\Bohisto_HS_88_591_object_113392.xml
    0.9759,     0.9952,     0.9855, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_89_150_object_113681.xml, ../../demo/baseline_extraction_output\Bohisto_HS_89_150_object_113681.xml
    0.7494,     0.9929,     0.8541, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_89_433_object_113964.xml, ../../demo/baseline_extraction_output\Bohisto_HS_89_433_object_113964.xml
    0.7189,     0.9576,     0.8213, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_89_70_object_113601.xml, ../../demo/baseline_extraction_output\Bohisto_HS_89_70_object_113601.xml
    0.9301,     0.9222,     0.9261, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_90_282_object_190979.xml, ../../demo/baseline_extraction_output\Bohisto_HS_90_282_object_190979.xml
    0.4511,     0.9275,     0.6070, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_90_561_object_191258.xml, ../../demo/baseline_extraction_output\Bohisto_HS_90_561_object_191258.xml
    0.8699,     0.9701,     0.9173, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_91_420_object_185504.xml, ../../demo/baseline_extraction_output\Bohisto_HS_91_420_object_185504.xml
    0.8390,     0.9773,     0.9029, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_92_311_object_194916.xml, ../../demo/baseline_extraction_output\Bohisto_HS_92_311_object_194916.xml
    0.7789,     0.9785,     0.8673, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_92_591_object_195196.xml, ../../demo/baseline_extraction_output\Bohisto_HS_92_591_object_195196.xml
    0.6987,     0.9650,     0.8106, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_92_Register_42_object_193794.xml, ../../demo/baseline_extraction_output\Bohisto_HS_92_Register_42_object_193794.xml
    0.8549,     0.9365,     0.8938, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_94_268_object_195689.xml, ../../demo/baseline_extraction_output\Bohisto_HS_94_268_object_195689.xml
    0.7735,     0.9836,     0.8660, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_94_547_object_195968.xml, ../../demo/baseline_extraction_output\Bohisto_HS_94_547_object_195968.xml
    0.8819,     0.9815,     0.9290, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_94_826_object_196247.xml, ../../demo/baseline_extraction_output\Bohisto_HS_94_826_object_196247.xml
    0.9679,     0.9841,     0.9759, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_95_282_object_188327.xml, ../../demo/baseline_extraction_output\Bohisto_HS_95_282_object_188327.xml
    0.8347,     0.9385,     0.8836, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_95_561_object_188606.xml, ../../demo/baseline_extraction_output\Bohisto_HS_95_561_object_188606.xml
    0.7897,     0.9873,     0.8775, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_96_392_object_189173.xml, ../../demo/baseline_extraction_output\Bohisto_HS_96_392_object_189173.xml
    0.8219,     0.9955,     0.9004, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_96_675_object_189456.xml, ../../demo/baseline_extraction_output\Bohisto_HS_96_675_object_189456.xml
    0.8643,     0.9909,     0.9233, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_97_290_object_189923.xml, ../../demo/baseline_extraction_output\Bohisto_HS_97_290_object_189923.xml
    0.9370,     0.9913,     0.9634, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_98_105_object_191580.xml, ../../demo/baseline_extraction_output\Bohisto_HS_98_105_object_191580.xml
    0.9328,     0.9821,     0.9568, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_98_385_object_191860.xml, ../../demo/baseline_extraction_output\Bohisto_HS_98_385_object_191860.xml
    0.8827,     0.9518,     0.9159, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_98_664_object_192139.xml, ../../demo/baseline_extraction_output\Bohisto_HS_98_664_object_192139.xml
    0.9619,     0.9989,     0.9800, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_98_943_object_192418.xml, ../../demo/baseline_extraction_output\Bohisto_HS_98_943_object_192418.xml
    0.9054,     0.9965,     0.9488, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_99_1104_object_198561.xml, ../../demo/baseline_extraction_output\Bohisto_HS_99_1104_object_198561.xml
    0.8000,     0.6419,     0.7123, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_99_2_object_197459.xml, ../../demo/baseline_extraction_output\Bohisto_HS_99_2_object_197459.xml
    0.9756,     0.9968,     0.9861, ../../data/cbad-masks/complex/test/gt\Bohisto_HS_99_578_object_198035.xml, ../../demo/baseline_extraction_output\Bohisto_HS_99_578_object_198035.xml
    0.9261,     0.8582,     0.8908, ../../data/cbad-masks/complex/test/gt\EPFL_0045.xml, ../../demo/baseline_extraction_output\EPFL_0045.xml
    0.8254,     0.9273,     0.8734, ../../data/cbad-masks/complex/test/gt\EPFL_0051.xml, ../../demo/baseline_extraction_output\EPFL_0051.xml
    0.8013,     0.9475,     0.8683, ../../data/cbad-masks/complex/test/gt\EPFL_0068.xml, ../../demo/baseline_extraction_output\EPFL_0068.xml
    0.3764,     0.9520,     0.5395, ../../data/cbad-masks/complex/test/gt\EPFL_0074.xml, ../../demo/baseline_extraction_output\EPFL_0074.xml
    0.0000,     1.0000,     0.0000, ../../data/cbad-masks/complex/test/gt\EPFL_0091.xml, ../../demo/baseline_extraction_output\EPFL_0091.xml
    0.7298,     0.8568,     0.7882, ../../data/cbad-masks/complex/test/gt\EPFL_0120.xml, ../../demo/baseline_extraction_output\EPFL_0120.xml
    0.4284,     0.8905,     0.5785, ../../data/cbad-masks/complex/test/gt\EPFL_0160.xml, ../../demo/baseline_extraction_output\EPFL_0160.xml
    0.4669,     0.8559,     0.6042, ../../data/cbad-masks/complex/test/gt\EPFL_0167.xml, ../../demo/baseline_extraction_output\EPFL_0167.xml
    0.5274,     0.8475,     0.6502, ../../data/cbad-masks/complex/test/gt\EPFL_0183.xml, ../../demo/baseline_extraction_output\EPFL_0183.xml
    0.4354,     0.8218,     0.5693, ../../data/cbad-masks/complex/test/gt\EPFL_0190.xml, ../../demo/baseline_extraction_output\EPFL_0190.xml
    0.4179,     0.8460,     0.5594, ../../data/cbad-masks/complex/test/gt\EPFL_0213.xml, ../../demo/baseline_extraction_output\EPFL_0213.xml
    0.4794,     0.5830,     0.5261, ../../data/cbad-masks/complex/test/gt\EPFL_0229.xml, ../../demo/baseline_extraction_output\EPFL_0229.xml
